,state_id,state_num,year,ideology_score1,ideology_score2
0,AL,1,1960,41.192535400390625,60.18840408325195
1,AL,1,1961,40.845157623291016,60.18840408325195
2,AL,1,1962,40.70537567138672,60.18840408325195
3,AL,1,1963,37.155906677246094,60.699195861816406
4,AL,1,1964,34.97846603393555,60.699195861816406
5,AL,1,1965,10.809733390808105,59.154930114746094
6,AL,1,1966,10.657307624816895,59.154930114746094
7,AL,1,1967,10.861292839050293,58.314170837402344
8,AL,1,1968,6.310116767883301,58.314170837402344
9,AL,1,1969,13.935832023620605,56.82667541503906
10,AL,1,1970,16.087970733642578,56.82667541503906
11,AL,1,1971,22.99286651611328,56.2374267578125
12,AL,1,1972,15.88528060913086,56.2374267578125
13,AL,1,1973,27.901124954223633,57.74647903442383
14,AL,1,1974,21.116487503051758,57.74647903442383
15,AL,1,1975,20.88055992126465,57.74647903442383
16,AL,1,1976,25.339555740356445,57.74647903442383
17,AL,1,1977,27.84922981262207,54.376258850097656
18,AL,1,1978,25.221393585205078,54.376258850097656
19,AL,1,1979,29.83551788330078,56.63983917236328
20,AL,1,1980,29.221269607543945,56.63983917236328
21,AL,1,1981,26.89806365966797,54.94969940185547
22,AL,1,1982,23.276649475097656,54.94969940185547
23,AL,1,1983,35.09223175048828,54.59423065185547
24,AL,1,1984,28.214889526367188,54.59423065185547
25,AL,1,1985,27.877220153808594,54.59423065185547
26,AL,1,1986,37.79115676879883,54.59423065185547
27,AL,1,1987,38.51693344116211,42.463706970214844
28,AL,1,1988,45.02992630004883,42.463706970214844
29,AL,1,1989,37.47248458862305,42.68737030029297
30,AL,1,1990,33.835350036621094,42.68737030029297
31,AL,1,1991,39.809078216552734,42.75114822387695
32,AL,1,1992,39.62211990356445,42.75114822387695
33,AL,1,1993,39.01713943481445,55.01969909667969
34,AL,1,1994,39.41495132446289,59.41482162475586
35,AL,1,1995,33.42988204956055,45.52942657470703
36,AL,1,1996,29.399242401123047,45.52942657470703
37,AL,1,1997,36.02786636352539,47.83882141113281
38,AL,1,1998,41.35292053222656,47.83882141113281
39,AL,1,1999,43.83360290527344,67.07746887207031
40,AL,1,2000,32.09574890136719,67.07746887207031
41,AL,1,2001,34.73192596435547,67.07746887207031
42,AL,1,2002,33.778839111328125,67.07746887207031
43,AL,1,2003,28.70806121826172,44.617706298828125
44,AL,1,2004,39.14337921142578,44.617706298828125
45,AL,1,2005,40.318115234375,44.617706298828125
46,AL,1,2006,40.314231872558594,44.617706298828125
47,AL,1,2007,47.25582504272461,44.0832405090332
48,AL,1,2008,48.369239807128906,44.32643508911133
49,AL,1,2009,27.26303482055664,41.3604736328125
50,AL,1,2010,19.252901077270508,41.04792022705078
51,AL,1,2011,36.038509368896484,28.798988342285156
52,AL,1,2012,37.59914016723633,28.40795135498047
53,AL,1,2013,35.8233757019043,27.744247436523438
54,AL,1,2014,33.77626037597656,27.744247436523438
55,AL,1,2015,34.95671081542969,24.830230712890625
56,AL,1,2016,38.24081802368164,24.830230712890625
57,AL,1,2017,,24.474624633789062
58,AK,2,1960,67.85103607177734,77.88397216796875
59,AK,2,1961,69.09712219238281,76.29826354980469
60,AK,2,1962,69.53276062011719,76.29826354980469
61,AK,2,1963,63.84259033203125,73.9183120727539
62,AK,2,1964,63.85444259643555,73.9183120727539
63,AK,2,1965,64.5369873046875,77.88397216796875
64,AK,2,1966,65.10154724121094,77.88397216796875
65,AK,2,1967,44.68911361694336,45.02012252807617
66,AK,2,1968,55.37985610961914,45.02012252807617
67,AK,2,1969,54.354034423828125,47.447181701660156
68,AK,2,1970,71.48432159423828,47.447181701660156
69,AK,2,1971,70.26426696777344,67.43586730957031
70,AK,2,1972,73.82514190673828,67.43586730957031
71,AK,2,1973,54.44246292114258,56.39219665527344
72,AK,2,1974,55.368858337402344,56.39219665527344
73,AK,2,1975,50.00178909301758,50.691650390625
74,AK,2,1976,39.689476013183594,50.691650390625
75,AK,2,1977,44.318931579589844,50.691650390625
76,AK,2,1978,44.313297271728516,50.691650390625
77,AK,2,1979,41.83322525024414,45.33450698852539
78,AK,2,1980,42.220340728759766,45.33450698852539
79,AK,2,1981,34.38278579711914,48.77800750732422
80,AK,2,1982,37.208778381347656,48.77800750732422
81,AK,2,1983,44.55486297607422,56.31931686401367
82,AK,2,1984,46.16183853149414,56.31931686401367
83,AK,2,1985,44.40671157836914,59.574745178222656
84,AK,2,1986,50.812137603759766,59.574745178222656
85,AK,2,1987,54.29391860961914,57.88622283935547
86,AK,2,1988,52.98939895629883,57.88622283935547
87,AK,2,1989,46.0724983215332,55.81795883178711
88,AK,2,1990,54.8084831237793,55.81795883178711
89,AK,2,1991,48.720062255859375,53.50593948364258
90,AK,2,1992,52.37739562988281,53.50593948364258
91,AK,2,1993,51.26310729980469,50.661582946777344
92,AK,2,1994,39.82509231567383,52.200809478759766
93,AK,2,1995,29.933387756347656,54.70424270629883
94,AK,2,1996,36.719764709472656,54.70424270629883
95,AK,2,1997,31.454334259033203,49.96366882324219
96,AK,2,1998,35.84738540649414,49.96366882324219
97,AK,2,1999,32.42792892456055,51.57802963256836
98,AK,2,2000,21.373126983642578,51.57802963256836
99,AK,2,2001,28.044511795043945,52.05953598022461
100,AK,2,2002,30.40620994567871,52.05953598022461
101,AK,2,2003,36.411495208740234,37.97787094116211
102,AK,2,2004,42.309547424316406,37.97787094116211
103,AK,2,2005,39.078208923339844,37.977867126464844
104,AK,2,2006,43.80061721801758,37.977867126464844
105,AK,2,2007,59.03574752807617,37.977867126464844
106,AK,2,2008,66.86994171142578,39.475975036621094
107,AK,2,2009,64.2382583618164,41.78319549560547
108,AK,2,2010,50.97918701171875,41.78319549560547
109,AK,2,2011,55.232513427734375,40.58098602294922
110,AK,2,2012,53.82363510131836,41.78319549560547
111,AK,2,2013,59.57862854003906,37.5754508972168
112,AK,2,2014,51.32193374633789,37.5754508972168
