,year,state_id,energy_source,generation_megawatthours,energy_type
1,1990,AK,Coal,510573,Conventional
2,1990,AK,Hydroelectric Conventional,974521,Green Energy
3,1990,AK,Natural Gas,3466261,Conventional
4,1990,AK,Petroleum,497116,Conventional
5,1990,AK,Wind,0,Green Energy
6,1990,AK,Wood and Wood Derived Fuels,151035,Conventional
21,1990,AL,Coal,53658115,Conventional
22,1990,AL,Hydroelectric Conventional,10366507,Green Energy
23,1990,AL,Natural Gas,1020714,Conventional
24,1990,AL,Nuclear,12051882,Green Energy
25,1990,AL,Other Biomass,47503,Conventional
26,1990,AL,Other Gases,269476,Conventional
27,1990,AL,Petroleum,138089,Conventional
28,1990,AL,Wood and Wood Derived Fuels,2099847,Conventional
50,1990,AR,Coal,19207935,Conventional
51,1990,AR,Hydroelectric Conventional,3654653,Green Energy
52,1990,AR,Natural Gas,3578573,Conventional
53,1990,AR,Nuclear,11282053,Green Energy
54,1990,AR,Other Biomass,15389,Conventional
55,1990,AR,Petroleum,79979,Conventional
56,1990,AR,Pumped Storage,42972,Green Energy
57,1990,AR,Wood and Wood Derived Fuels,1238044,Conventional
76,1990,AZ,Coal,31915610,Conventional
77,1990,AZ,Hydroelectric Conventional,7417576,Green Energy
78,1990,AZ,Natural Gas,2333900,Conventional
79,1990,AZ,Nuclear,20597689,Green Energy
80,1990,AZ,Petroleum,151867,Conventional
81,1990,AZ,Pumped Storage,249767,Green Energy
82,1990,AZ,Wood and Wood Derived Fuels,107888,Conventional
99,1990,CA,Coal,2637677,Conventional
100,1990,CA,Geothermal,14521254,Green Energy
101,1990,CA,Hydroelectric Conventional,23792567,Green Energy
102,1990,CA,Natural Gas,74168308,Conventional
103,1990,CA,Nuclear,32692807,Green Energy
105,1990,CA,Other Biomass,2117915,Conventional
106,1990,CA,Other Gases,2146742,Conventional
107,1990,CA,Petroleum,5473852,Conventional
108,1990,CA,Pumped Storage,986252,Green Energy
109,1990,CA,Solar Thermal and Photovoltaic,366668,Green Energy
110,1990,CA,Wind,2758881,Green Energy
111,1990,CA,Wood and Wood Derived Fuels,4121986,Conventional
154,1990,CO,Coal,29814983,Conventional
155,1990,CO,Hydroelectric Conventional,1419870,Green Energy
156,1990,CO,Natural Gas,1290092,Conventional
157,1990,CO,Other Biomass,28990,Conventional
158,1990,CO,Petroleum,27390,Conventional
159,1990,CO,Pumped Storage,-33198,Green Energy
180,1990,CT,Coal,3594645,Conventional
181,1990,CT,Hydroelectric Conventional,570619,Green Energy
182,1990,CT,Natural Gas,1251479,Conventional
183,1990,CT,Nuclear,19776250,Green Energy
185,1990,CT,Other Biomass,1073310,Conventional
186,1990,CT,Other Gases,4,Conventional
187,1990,CT,Petroleum,8874466,Conventional
188,1990,CT,Pumped Storage,6474,Green Energy
215,1990,D.C,Coal,0,Conventional
216,1990,D.C,Petroleum,361043,Conventional
222,1990,DE,Coal,5113479,Conventional
223,1990,DE,Natural Gas,763019,Conventional
225,1990,DE,Other Gases,164881,Conventional
226,1990,DE,Petroleum,1793806,Conventional
238,1990,FL,Coal,60100257,Conventional
239,1990,FL,Hydroelectric Conventional,174604,Green Energy
240,1990,FL,Natural Gas,18642683,Conventional
241,1990,FL,Nuclear,21779560,Green Energy
243,1990,FL,Other Biomass,1673078,Conventional
244,1990,FL,Petroleum,25535138,Conventional
245,1990,FL,Wood and Wood Derived Fuels,2144131,Conventional
272,1990,GA,Coal,68545692,Conventional
273,1990,GA,Hydroelectric Conventional,4589117,Green Energy
274,1990,GA,Natural Gas,830180,Conventional
275,1990,GA,Nuclear,24796884,Green Energy
277,1990,GA,Other Biomass,135457,Conventional
278,1990,GA,Petroleum,499480,Conventional
279,1990,GA,Pumped Storage,342110,Green Energy
280,1990,GA,Wood and Wood Derived Fuels,2947319,Conventional
304,1990,HI,Coal,2381,Conventional
305,1990,HI,Geothermal,0,Green Energy
306,1990,HI,Hydroelectric Conventional,79516,Green Energy
307,1990,HI,Other Biomass,840005,Conventional
308,1990,HI,Other Gases,16163,Conventional
309,1990,HI,Petroleum,8735862,Conventional
310,1990,HI,Wind,28825,Green Energy
331,1990,IA,Coal,25751941,Conventional
332,1990,IA,Hydroelectric Conventional,875114,Green Energy
333,1990,IA,Natural Gas,333390,Conventional
334,1990,IA,Nuclear,3011572,Green Energy
335,1990,IA,Other Biomass,18018,Conventional
336,1990,IA,Petroleum,54471,Conventional
361,1990,ID,Coal,44371,Conventional
362,1990,ID,Hydroelectric Conventional,9114990,Green Energy
363,1990,ID,Natural Gas,55714,Conventional
365,1990,ID,Petroleum,994,Conventional
366,1990,ID,Wood and Wood Derived Fuels,410203,Conventional
381,1990,IL,Coal,54966018,Conventional
382,1990,IL,Hydroelectric Conventional,143926,Green Energy
383,1990,IL,Natural Gas,1419891,Conventional
384,1990,IL,Nuclear,71887302,Green Energy
385,1990,IL,Other Biomass,154855,Conventional
386,1990,IL,Other Gases,381562,Conventional
387,1990,IL,Petroleum,438584,Conventional
388,1990,IL,Wood and Wood Derived Fuels,333,Conventional
412,1990,IN,Coal,96925554,Conventional
413,1990,IN,Hydroelectric Conventional,441021,Green Energy
414,1990,IN,Natural Gas,1470837,Conventional
415,1990,IN,Other Biomass,37117,Conventional
416,1990,IN,Other Gases,1674549,Conventional
417,1990,IN,Petroleum,868038,Conventional
434,1990,KS,Coal,23720258,Conventional
435,1990,KS,Hydroelectric Conventional,13234,Green Energy
436,1990,KS,Natural Gas,2502807,Conventional
437,1990,KS,Nuclear,7874487,Green Energy
438,1990,KS,Petroleum,74026,Conventional
439,1990,KS,Wind,45,Green Energy
453,1990,KY,Coal,70500461,Conventional
454,1990,KY,Hydroelectric Conventional,3160383,Green Energy
455,1990,KY,Natural Gas,27796,Conventional
456,1990,KY,Petroleum,118646,Conventional
463,1990,LA,Coal,17856687,Conventional
464,1990,LA,Hydroelectric Conventional,656492,Green Energy
465,1990,LA,Natural Gas,39474866,Conventional
466,1990,LA,Nuclear,14196784,Green Energy
468,1990,LA,Other Biomass,91646,Conventional
469,1990,LA,Other Gases,440700,Conventional
470,1990,LA,Petroleum,232098,Conventional
471,1990,LA,Wood and Wood Derived Fuels,2223538,Conventional
496,1990,MA,Coal,11365893,Conventional
497,1990,MA,Hydroelectric Conventional,1249242,Green Energy
498,1990,MA,Natural Gas,6132702,Conventional
499,1990,MA,Nuclear,5069620,Green Energy
500,1990,MA,Other Biomass,1560515,Conventional
501,1990,MA,Other Gases,830,Conventional
502,1990,MA,Petroleum,15101792,Conventional
503,1990,MA,Pumped Storage,-669583,Green Energy
504,1990,MA,Wood and Wood Derived Fuels,0,Conventional
535,1990,MD,Coal,23509862,Conventional
536,1990,MD,Hydroelectric Conventional,2298910,Green Energy
537,1990,MD,Natural Gas,1522443,Conventional
538,1990,MD,Nuclear,1251416,Green Energy
539,1990,MD,Other Biomass,371074,Conventional
540,1990,MD,Other Gases,488197,Conventional
541,1990,MD,Petroleum,3571272,Conventional
542,1990,MD,Wood and Wood Derived Fuels,149118,Conventional
568,1990,ME,Coal,453218,Conventional
569,1990,ME,Hydroelectric Conventional,4090536,Green Energy
570,1990,ME,Natural Gas,50786,Conventional
571,1990,ME,Nuclear,4860727,Green Energy
572,1990,ME,Other Biomass,360798,Conventional
573,1990,ME,Petroleum,3081100,Conventional
574,1990,ME,Wood and Wood Derived Fuels,3048849,Conventional
602,1990,MI,Coal,67066870,Conventional
603,1990,MI,Hydroelectric Conventional,1627918,Green Energy
604,1990,MI,Natural Gas,7837956,Conventional
605,1990,MI,Nuclear,21610500,Green Energy
606,1990,MI,Other Biomass,310842,Conventional
607,1990,MI,Other Gases,340949,Conventional
608,1990,MI,Petroleum,861725,Conventional
609,1990,MI,Pumped Storage,-694986,Green Energy
610,1990,MI,Wood and Wood Derived Fuels,1097963,Conventional
642,1990,MN,Coal,28176280,Conventional
643,1990,MN,Hydroelectric Conventional,857046,Green Energy
644,1990,MN,Natural Gas,539839,Conventional
645,1990,MN,Nuclear,12139302,Green Energy
646,1990,MN,Other Biomass,484811,Conventional
647,1990,MN,Petroleum,447814,Conventional
648,1990,MN,Wind,266,Green Energy
649,1990,MN,Wood and Wood Derived Fuels,425018,Conventional
675,1990,MO,Coal,48796793,Conventional
676,1990,MO,Hydroelectric Conventional,2192115,Green Energy
677,1990,MO,Natural Gas,312109,Conventional
678,1990,MO,Nuclear,7998039,Green Energy
679,1990,MO,Petroleum,90033,Conventional
680,1990,MO,Pumped Storage,-36259,Green Energy
697,1990,MS,Coal,9526527,Conventional
698,1990,MS,Natural Gas,5919664,Conventional
699,1990,MS,Nuclear,7422131,Green Energy
700,1990,MS,Petroleum,738971,Conventional
701,1990,MS,Wood and Wood Derived Fuels,1594124,Conventional
713,1990,MT,Coal,15119619,Conventional
714,1990,MT,Hydroelectric Conventional,10716817,Green Energy
715,1990,MT,Natural Gas,55255,Conventional
716,1990,MT,Petroleum,28982,Conventional
717,1990,MT,Wind,0,Green Energy
718,1990,MT,Wood and Wood Derived Fuels,109099,Conventional
734,1990,NC,Coal,49821595,Conventional
735,1990,NC,Hydroelectric Conventional,6819427,Green Energy
736,1990,NC,Natural Gas,203465,Conventional
737,1990,NC,Nuclear,25905319,Green Energy
739,1990,NC,Other Biomass,26270,Conventional
740,1990,NC,Petroleum,328025,Conventional
741,1990,NC,Pumped Storage,180046,Green Energy
742,1990,NC,Wood and Wood Derived Fuels,1438214,Conventional
769,1990,ND,Coal,25189003,Conventional
770,1990,ND,Hydroelectric Conventional,1711148,Green Energy
771,1990,ND,Natural Gas,51563,Conventional
772,1990,ND,Petroleum,41547,Conventional
783,1990,NE,Coal,12661150,Conventional
784,1990,NE,Hydroelectric Conventional,1140093,Green Energy
785,1990,NE,Natural Gas,308065,Conventional
786,1990,NE,Nuclear,7511298,Green Energy
787,1990,NE,Petroleum,12981,Conventional
798,1990,NH,Coal,2959203,Conventional
799,1990,NH,Hydroelectric Conventional,1881087,Green Energy
800,1990,NH,Natural Gas,0,Conventional
801,1990,NH,Nuclear,4080691,Green Energy
802,1990,NH,Other Biomass,147524,Conventional
803,1990,NH,Petroleum,2346493,Conventional
804,1990,NH,Wood and Wood Derived Fuels,990198,Conventional
826,1990,NJ,Coal,7057820,Conventional
827,1990,NJ,Hydroelectric Conventional,31351,Green Energy
828,1990,NJ,Natural Gas,6914325,Conventional
829,1990,NJ,Nuclear,23770387,Green Energy
830,1990,NJ,Other Biomass,246058,Conventional
831,1990,NJ,Petroleum,2094969,Conventional
832,1990,NJ,Pumped Storage,-149547,Green Energy
833,1990,NJ,Wood and Wood Derived Fuels,3471,Conventional
858,1990,NM,Coal,25826928,Conventional
859,1990,NM,Hydroelectric Conventional,205435,Green Energy
860,1990,NM,Natural Gas,2738087,Conventional
861,1990,NM,Other Biomass,14128,Conventional
862,1990,NM,Petroleum,35626,Conventional
877,1990,NV,Coal,15053277,Conventional
878,1990,NV,Geothermal,761192,Green Energy
879,1990,NV,Hydroelectric Conventional,1735081,Green Energy
880,1990,NV,Natural Gas,2217027,Conventional
881,1990,NV,Petroleum,284108,Conventional
891,1990,NY,Coal,25913047,Conventional
892,1990,NY,Hydroelectric Conventional,28188222,Green Energy
893,1990,NY,Natural Gas,22724335,Conventional
894,1990,NY,Nuclear,23623356,Green Energy
895,1990,NY,Other Biomass,1568979,Conventional
896,1990,NY,Other Gases,89034,Conventional
897,1990,NY,Petroleum,33884855,Conventional
898,1990,NY,Pumped Storage,-1054095,Green Energy
899,1990,NY,Wood and Wood Derived Fuels,407959,Conventional
933,1990,OH,Coal,115832650,Conventional
934,1990,OH,Hydroelectric Conventional,181395,Green Energy
935,1990,OH,Natural Gas,241585,Conventional
936,1990,OH,Nuclear,10663897,Green Energy
937,1990,OH,Other Biomass,304285,Conventional
938,1990,OH,Other Gases,64159,Conventional
939,1990,OH,Petroleum,374481,Conventional
940,1990,OH,Wood and Wood Derived Fuels,318075,Conventional
965,1990,OK,Coal,25655347,Conventional
966,1990,OK,Hydroelectric Conventional,2730594,Green Energy
967,1990,OK,Natural Gas,18236766,Conventional
968,1990,OK,Other Biomass,1780,Conventional
969,1990,OK,Other Gases,88970,Conventional
970,1990,OK,Petroleum,76947,Conventional
971,1990,OK,Pumped Storage,19764,Green Energy
972,1990,OK,Wood and Wood Derived Fuels,268963,Conventional
992,1990,OR,Coal,1317344,Conventional
993,1990,OR,Hydroelectric Conventional,41240367,Green Energy
994,1990,OR,Natural Gas,819328,Conventional
995,1990,OR,Nuclear,6073796,Green Energy
996,1990,OR,Other Biomass,90487,Conventional
997,1990,OR,Petroleum,27777,Conventional
998,1990,OR,Wind,539,Green Energy
999,1990,OR,Wood and Wood Derived Fuels,802598,Conventional
1022,1990,PA,Coal,106677155,Conventional
1023,1990,PA,Hydroelectric Conventional,2869192,Green Energy
1024,1990,PA,Natural Gas,2833882,Conventional
1025,1990,PA,Nuclear,57787051,Green Energy
1027,1990,PA,Other Biomass,300109,Conventional
1028,1990,PA,Other Gases,841604,Conventional
1029,1990,PA,Petroleum,4654522,Conventional
1030,1990,PA,Pumped Storage,-879249,Green Energy
1031,1990,PA,Wood and Wood Derived Fuels,538313,Conventional
1063,1990,RI,Coal,0,Conventional
1064,1990,RI,Hydroelectric Conventional,9946,Green Energy
1065,1990,RI,Natural Gas,876943,Conventional
1066,1990,RI,Other Biomass,34756,Conventional
1067,1990,RI,Petroleum,185671,Conventional
1083,1990,SC,Coal,23411867,Conventional
1084,1990,SC,Hydroelectric Conventional,3298066,Green Energy
1085,1990,SC,Natural Gas,787535,Conventional
1086,1990,SC,Nuclear,42880669,Green Energy
1087,1990,SC,Other Biomass,49561,Conventional
1088,1990,SC,Petroleum,172575,Conventional
1089,1990,SC,Pumped Storage,-506389,Green Energy
1090,1990,SC,Wood and Wood Derived Fuels,1269290,Conventional
1112,1990,SD,Coal,2472514,Conventional
1113,1990,SD,Hydroelectric Conventional,3934402,Green Energy
1114,1990,SD,Natural Gas,12408,Conventional
1115,1990,SD,Petroleum,8149,Conventional
1122,1990,TN,Coal,51825606,Conventional
1123,1990,TN,Hydroelectric Conventional,10015363,Green Energy
1124,1990,TN,Natural Gas,224146,Conventional
1125,1990,TN,Nuclear,14002591,Green Energy
1127,1990,TN,Other Biomass,44919,Conventional
1128,1990,TN,Other Gases,4210,Conventional
1129,1990,TN,Petroleum,137067,Conventional
1130,1990,TN,Pumped Storage,-478151,Green Energy
1131,1990,TN,Wood and Wood Derived Fuels,366858,Conventional
1152,1990,TX,Coal,120921396,Conventional
1153,1990,TX,Hydroelectric Conventional,1793625,Green Energy
1154,1990,TX,Natural Gas,136234325,Conventional
1155,1990,TX,Nuclear,15859258,Green Energy
1157,1990,TX,Other Biomass,333132,Conventional
1158,1990,TX,Other Gases,2997509,Conventional
1159,1990,TX,Petroleum,1827803,Conventional
1160,1990,TX,Solar Thermal and Photovoltaic,385,Green Energy
1161,1990,TX,Wood and Wood Derived Fuels,1103471,Conventional
1252,1990,UT,Coal,31522926,Conventional
1253,1990,UT,Geothermal,151825,Green Energy
1254,1990,UT,Hydroelectric Conventional,508443,Green Energy
1255,1990,UT,Natural Gas,146488,Conventional
1256,1990,UT,Other Gases,182005,Conventional
1257,1990,UT,Petroleum,51852,Conventional
1258,1990,UT,Pumped Storage,0,Green Energy
1277,1990,VA,Coal,23899902,Conventional
1278,1990,VA,Hydroelectric Conventional,1309499,Green Energy
1279,1990,VA,Natural Gas,1134809,Conventional
1280,1990,VA,Nuclear,23820152,Green Energy
1281,1990,VA,Other Biomass,620794,Conventional
1282,1990,VA,Petroleum,1438264,Conventional
1283,1990,VA,Pumped Storage,-833669,Green Energy
1284,1990,VA,Solar Thermal and Photovoltaic,34,Green Energy
1285,1990,VA,Wood and Wood Derived Fuels,1174673,Conventional
1311,1990,VT,Hydroelectric Conventional,1365031,Green Energy
1312,1990,VT,Natural Gas,65281,Conventional
1313,1990,VT,Nuclear,3616268,Green Energy
1314,1990,VT,Petroleum,2543,Conventional
1315,1990,VT,Wind,0,Green Energy
1316,1990,VT,Wood and Wood Derived Fuels,114985,Conventional
1330,1990,WA,Coal,7390279,Conventional
1331,1990,WA,Hydroelectric Conventional,87466708,Green Energy
1332,1990,WA,Natural Gas,288058,Conventional
1333,1990,WA,Nuclear,5742027,Green Energy
1335,1990,WA,Other Biomass,6499,Conventional
1336,1990,WA,Other Gases,8460,Conventional
1337,1990,WA,Petroleum,42981,Conventional
1338,1990,WA,Pumped Storage,0,Green Energy
1339,1990,WA,Wood and Wood Derived Fuels,1122771,Conventional
1367,1990,WI,Coal,33168941,Conventional
1368,1990,WI,Hydroelectric Conventional,2014412,Green Energy
1369,1990,WI,Natural Gas,347204,Conventional
1370,1990,WI,Nuclear,11225913,Green Energy
1371,1990,WI,Other Biomass,149770,Conventional
1372,1990,WI,Petroleum,179457,Conventional
1373,1990,WI,Wind,44,Green Energy
1374,1990,WI,Wood and Wood Derived Fuels,683116,Conventional
1406,1990,WV,Coal,77643366,Conventional
1407,1990,WV,Hydroelectric Conventional,1295051,Green Energy
1408,1990,WV,Natural Gas,90063,Conventional
1410,1990,WV,Other Gases,174182,Conventional
1411,1990,WV,Petroleum,325675,Conventional
1427,1990,WY,Coal,38908467,Conventional
1428,1990,WY,Hydroelectric Conventional,644613,Green Energy
1429,1990,WY,Natural Gas,268202,Conventional
1431,1990,WY,Other Gases,8642,Conventional
1432,1990,WY,Petroleum,49205,Conventional
1433,1990,WY,Wood and Wood Derived Fuels,50440,Conventional
1447,1991,AK,Coal,520514,Conventional
1448,1991,AK,Hydroelectric Conventional,896113,Green Energy
1449,1991,AK,Natural Gas,3319395,Conventional
1450,1991,AK,Petroleum,513425,Conventional
1451,1991,AK,Wind,0,Green Energy
1452,1991,AK,Wood and Wood Derived Fuels,140381,Conventional
1468,1991,AL,Coal,58222842,Conventional
1469,1991,AL,Hydroelectric Conventional,10757723,Green Energy
1470,1991,AL,Natural Gas,1222500,Conventional
1471,1991,AL,Nuclear,15874637,Green Energy
1472,1991,AL,Other Biomass,31330,Conventional
1473,1991,AL,Other Gases,293206,Conventional
1474,1991,AL,Petroleum,167824,Conventional
1475,1991,AL,Wood and Wood Derived Fuels,2216550,Conventional
1496,1991,AR,Coal,19644712,Conventional
1497,1991,AR,Hydroelectric Conventional,3546966,Green Energy
1498,1991,AR,Natural Gas,3324886,Conventional
1499,1991,AR,Nuclear,12661793,Green Energy
1500,1991,AR,Other Biomass,16613,Conventional
1501,1991,AR,Petroleum,68257,Conventional
1502,1991,AR,Pumped Storage,14103,Green Energy
1503,1991,AR,Wood and Wood Derived Fuels,1373914,Conventional
1522,1991,AZ,Coal,32557748,Conventional
1523,1991,AZ,Hydroelectric Conventional,6735540,Green Energy
1524,1991,AZ,Natural Gas,2226388,Conventional
1525,1991,AZ,Nuclear,25095776,Green Energy
1526,1991,AZ,Petroleum,117399,Conventional
1527,1991,AZ,Pumped Storage,362912,Green Energy
1528,1991,AZ,Wood and Wood Derived Fuels,106788,Conventional
1545,1991,CA,Coal,2632419,Conventional
1546,1991,CA,Geothermal,14784796,Green Energy
1547,1991,CA,Hydroelectric Conventional,21957064,Green Energy
1548,1991,CA,Natural Gas,74006160,Conventional
1549,1991,CA,Nuclear,31541799,Green Energy
1551,1991,CA,Other Biomass,2471400,Conventional
1552,1991,CA,Other Gases,1978403,Conventional
1553,1991,CA,Petroleum,1970119,Conventional
1554,1991,CA,Pumped Storage,99860,Green Energy
1555,1991,CA,Solar Thermal and Photovoltaic,471361,Green Energy
1556,1991,CA,Wind,2914505,Green Energy
1557,1991,CA,Wood and Wood Derived Fuels,4114644,Conventional
1600,1991,CO,Coal,29134010,Conventional
1601,1991,CO,Hydroelectric Conventional,1794290,Green Energy
1602,1991,CO,Natural Gas,1314681,Conventional
1603,1991,CO,Other Biomass,58832,Conventional
1604,1991,CO,Petroleum,37910,Conventional
1605,1991,CO,Pumped Storage,-18130,Green Energy
1626,1991,CT,Coal,3633427,Conventional
1627,1991,CT,Hydroelectric Conventional,433338,Green Energy
1628,1991,CT,Natural Gas,1571856,Conventional
1629,1991,CT,Nuclear,12242911,Green Energy
1631,1991,CT,Other Biomass,1162621,Conventional
1632,1991,CT,Other Gases,2646,Conventional
1633,1991,CT,Petroleum,7993224,Conventional
1634,1991,CT,Pumped Storage,-3556,Green Energy
1663,1991,DC,Coal,0,Conventional
1664,1991,DC,Petroleum,179814,Conventional
1670,1991,DE,Coal,4820759,Conventional
1671,1991,DE,Natural Gas,1110236,Conventional
1673,1991,DE,Other Gases,0,Conventional
1674,1991,DE,Petroleum,1900822,Conventional
1686,1991,FL,Coal,62013484,Conventional
1687,1991,FL,Hydroelectric Conventional,263066,Green Energy
1688,1991,FL,Natural Gas,19758810,Conventional
1689,1991,FL,Nuclear,20507569,Green Energy
1691,1991,FL,Other Biomass,2259842,Conventional
1692,1991,FL,Other Gases,10292,Conventional
1693,1991,FL,Petroleum,30599959,Conventional
1694,1991,FL,Wood and Wood Derived Fuels,2086128,Conventional
1722,1991,GA,Coal,61034072,Conventional
1723,1991,GA,Hydroelectric Conventional,4232058,Green Energy
1724,1991,GA,Natural Gas,809826,Conventional
1725,1991,GA,Nuclear,26016023,Green Energy
1727,1991,GA,Other Biomass,65788,Conventional
1728,1991,GA,Petroleum,541032,Conventional
1729,1991,GA,Pumped Storage,432291,Green Energy
1730,1991,GA,Wood and Wood Derived Fuels,3041610,Conventional
1751,1991,HI,Coal,7612,Conventional
1752,1991,HI,Hydroelectric Conventional,70988,Green Energy
1753,1991,HI,Other Biomass,823082,Conventional
1754,1991,HI,Other Gases,51479,Conventional
1755,1991,HI,Petroleum,7714453,Conventional
1756,1991,HI,Wind,35621,Green Energy
1775,1991,IA,Coal,26756771,Conventional
1776,1991,IA,Hydroelectric Conventional,901111,Green Energy
1777,1991,IA,Natural Gas,388004,Conventional
1778,1991,IA,Nuclear,4146811,Green Energy
1779,1991,IA,Other Biomass,25267,Conventional
1780,1991,IA,Petroleum,49892,Conventional
1806,1991,ID,Coal,16359,Conventional
1807,1991,ID,Hydroelectric Conventional,8745279,Green Energy
1808,1991,ID,Natural Gas,107243,Conventional
1810,1991,ID,Other Biomass,9784,Conventional
1811,1991,ID,Petroleum,361,Conventional
1812,1991,ID,Wood and Wood Derived Fuels,487645,Conventional
1828,1991,IL,Coal,55060170,Conventional
1829,1991,IL,Hydroelectric Conventional,134457,Green Energy
1830,1991,IL,Natural Gas,1735870,Conventional
1831,1991,IL,Nuclear,71866091,Green Energy
1832,1991,IL,Other Biomass,182055,Conventional
1833,1991,IL,Other Gases,385381,Conventional
1834,1991,IL,Petroleum,910110,Conventional
1835,1991,IL,Wood and Wood Derived Fuels,211,Conventional
1861,1991,IN,Coal,97457227,Conventional
1862,1991,IN,Hydroelectric Conventional,399051,Green Energy
1863,1991,IN,Natural Gas,1454748,Conventional
1864,1991,IN,Other Biomass,33114,Conventional
1865,1991,IN,Other Gases,2107806,Conventional
1866,1991,IN,Petroleum,529353,Conventional
1883,1991,KS,Coal,23435008,Conventional
1884,1991,KS,Hydroelectric Conventional,10567,Green Energy
1885,1991,KS,Natural Gas,3265529,Conventional
1886,1991,KS,Nuclear,5858613,Green Energy
1887,1991,KS,Petroleum,60984,Conventional
1888,1991,KS,Wind,42,Green Energy
1902,1991,KY,Coal,71713851,Conventional
1903,1991,KY,Hydroelectric Conventional,3657801,Green Energy
1904,1991,KY,Natural Gas,21871,Conventional
1905,1991,KY,Petroleum,111558,Conventional
1912,1991,LA,Coal,18968479,Conventional
1913,1991,LA,Hydroelectric Conventional,656492,Green Energy
1914,1991,LA,Natural Gas,36363381,Conventional
1915,1991,LA,Nuclear,13956196,Green Energy
1917,1991,LA,Other Biomass,91661,Conventional
1918,1991,LA,Other Gases,955600,Conventional
1919,1991,LA,Petroleum,55760,Conventional
1920,1991,LA,Wood and Wood Derived Fuels,2342071,Conventional
1944,1991,MA,Coal,11985593,Conventional
1945,1991,MA,Hydroelectric Conventional,1114929,Green Energy
1946,1991,MA,Natural Gas,6329862,Conventional
1947,1991,MA,Nuclear,4416611,Green Energy
1948,1991,MA,Other Biomass,1634651,Conventional
1949,1991,MA,Other Gases,800,Conventional
1950,1991,MA,Petroleum,16159825,Conventional
1951,1991,MA,Pumped Storage,-622480,Green Energy
1981,1991,MD,Coal,22835671,Conventional
1982,1991,MD,Hydroelectric Conventional,1407287,Green Energy
1983,1991,MD,Natural Gas,1517463,Conventional
1984,1991,MD,Nuclear,9036100,Green Energy
1985,1991,MD,Other Biomass,336551,Conventional
1986,1991,MD,Other Gases,478704,Conventional
1987,1991,MD,Petroleum,4078506,Conventional
1988,1991,MD,Wood and Wood Derived Fuels,160602,Conventional
2013,1991,ME,Coal,857960,Conventional
2014,1991,ME,Hydroelectric Conventional,3817231,Green Energy
2015,1991,ME,Natural Gas,49101,Conventional
2016,1991,ME,Nuclear,6264366,Green Energy
2017,1991,ME,Other Biomass,384419,Conventional
2018,1991,ME,Petroleum,2152209,Conventional
2019,1991,ME,Wood and Wood Derived Fuels,3819497,Conventional
2047,1991,MI,Coal,66878223,Conventional
2048,1991,MI,Hydroelectric Conventional,1751668,Green Energy
2049,1991,MI,Natural Gas,8499078,Conventional
2050,1991,MI,Nuclear,27021214,Green Energy
2052,1991,MI,Other Biomass,504978,Conventional
2053,1991,MI,Other Gases,217829,Conventional
2054,1991,MI,Petroleum,658567,Conventional
2055,1991,MI,Pumped Storage,-795785,Green Energy
2056,1991,MI,Wood and Wood Derived Fuels,1214131,Conventional
2092,1991,MN,Coal,26783813,Conventional
2093,1991,MN,Hydroelectric Conventional,1037092,Green Energy
2094,1991,MN,Natural Gas,803940,Conventional
2095,1991,MN,Nuclear,12059055,Green Energy
2096,1991,MN,Other Biomass,439811,Conventional
2097,1991,MN,Petroleum,583697,Conventional
2098,1991,MN,Wind,237,Green Energy
2099,1991,MN,Wood and Wood Derived Fuels,424465,Conventional
2124,1991,MO,Coal,48211692,Conventional
2125,1991,MO,Hydroelectric Conventional,1119389,Green Energy
2126,1991,MO,Natural Gas,1093001,Conventional
2127,1991,MO,Nuclear,9979371,Green Energy
2128,1991,MO,Petroleum,119145,Conventional
2129,1991,MO,Pumped Storage,-47872,Green Energy
2146,1991,MS,Coal,8790265,Conventional
2147,1991,MS,Natural Gas,5718936,Conventional
2148,1991,MS,Nuclear,9132933,Green Energy
2149,1991,MS,Petroleum,396188,Conventional
2150,1991,MS,Wood and Wood Derived Fuels,1838294,Conventional
2162,1991,MT,Coal,16432520,Conventional
2163,1991,MT,Hydroelectric Conventional,11970007,Green Energy
2164,1991,MT,Natural Gas,32344,Conventional
2165,1991,MT,Petroleum,19654,Conventional
2166,1991,MT,Wind,0,Green Energy
2167,1991,MT,Wood and Wood Derived Fuels,98623,Conventional
2184,1991,NC,Coal,50767188,Conventional
2185,1991,NC,Hydroelectric Conventional,5850120,Green Energy
2186,1991,NC,Natural Gas,385907,Conventional
2187,1991,NC,Nuclear,30312425,Green Energy
2189,1991,NC,Other Biomass,44128,Conventional
2190,1991,NC,Petroleum,275785,Conventional
2191,1991,NC,Pumped Storage,216432,Green Energy
2192,1991,NC,Wood and Wood Derived Fuels,1296373,Conventional
2223,1991,ND,Coal,25828747,Conventional
2224,1991,ND,Hydroelectric Conventional,1756684,Green Energy
2225,1991,ND,Natural Gas,940,Conventional
2226,1991,ND,Other Gases,40131,Conventional
2227,1991,ND,Petroleum,52646,Conventional
2239,1991,NE,Coal,13591228,Conventional
2240,1991,NE,Hydroelectric Conventional,1044671,Green Energy
2241,1991,NE,Natural Gas,303327,Conventional
2242,1991,NE,Nuclear,8047662,Green Energy
2243,1991,NE,Petroleum,13459,Conventional
2253,1991,NH,Coal,3168054,Conventional
2254,1991,NH,Hydroelectric Conventional,1585286,Green Energy
