,year,state_id,energy_source,generation_megawatthours,energy_type
29937,2008,GA,Petroleum,741561,Conventional
29938,2008,GA,Pumped Storage,-156922,Green Energy
29939,2008,GA,Wood and Wood Derived Fuels,2660285,Conventional
29968,2008,HI,Coal,1647592,Conventional
29969,2008,HI,Geothermal,234333,Green Energy
29970,2008,HI,Hydroelectric Conventional,84343,Green Energy
29972,2008,HI,Other Biomass,302423,Conventional
29973,2008,HI,Other Gases,38572,Conventional
29974,2008,HI,Petroleum,8669934,Conventional
29975,2008,HI,Solar Thermal and Photovoltaic,18,Green Energy
29976,2008,HI,Wind,240023,Green Energy
30002,2008,IA,Coal,40410107,Conventional
30003,2008,IA,Hydroelectric Conventional,819047,Green Energy
30004,2008,IA,Natural Gas,2163191,Conventional
30005,2008,IA,Nuclear,5282202,Green Energy
30007,2008,IA,Other Biomass,167264,Conventional
30008,2008,IA,Petroleum,161127,Conventional
30009,2008,IA,Wind,4083787,Green Energy
30010,2008,IA,Wood and Wood Derived Fuels,49,Conventional
30038,2008,ID,Coal,90449,Conventional
30039,2008,ID,Geothermal,85547,Green Energy
30040,2008,ID,Hydroelectric Conventional,9362501,Green Energy
30041,2008,ID,Natural Gas,1699553,Conventional
30043,2008,ID,Petroleum,120,Conventional
30044,2008,ID,Wind,207472,Green Energy
30045,2008,ID,Wood and Wood Derived Fuels,455393,Conventional
30065,2008,IL,Coal,96644038,Conventional
30066,2008,IL,Hydroelectric Conventional,138549,Green Energy
30067,2008,IL,Natural Gas,4259870,Conventional
30068,2008,IL,Nuclear,95151694,Green Energy
30070,2008,IL,Other Biomass,697370,Conventional
30071,2008,IL,Other Gases,53874,Conventional
30072,2008,IL,Petroleum,142728,Conventional
30073,2008,IL,Wind,2336996,Green Energy
30074,2008,IL,Wood and Wood Derived Fuels,612,Conventional
30108,2008,IN,Coal,122036086,Conventional
30109,2008,IN,Hydroelectric Conventional,436780,Green Energy
30110,2008,IN,Natural Gas,3636303,Conventional
30112,2008,IN,Other Biomass,273038,Conventional
30113,2008,IN,Other Gases,2355804,Conventional
30114,2008,IN,Petroleum,178244,Conventional
30115,2008,IN,Wind,238356,Green Energy
30146,2008,KS,Coal,34003262,Conventional
30147,2008,KS,Hydroelectric Conventional,10574,Green Energy
30148,2008,KS,Natural Gas,2229723,Conventional
30149,2008,KS,Nuclear,8497160,Green Energy
30150,2008,KS,Petroleum,130190,Conventional
30151,2008,KS,Wind,1759412,Green Energy
30167,2008,KY,Coal,91620588,Conventional
30168,2008,KY,Hydroelectric Conventional,1917470,Green Energy
30169,2008,KY,Natural Gas,978692,Conventional
30171,2008,KY,Other Biomass,108880,Conventional
30172,2008,KY,Other Gases,3835,Conventional
30173,2008,KY,Petroleum,2874440,Conventional
30174,2008,KY,Wood and Wood Derived Fuels,350740,Conventional
30194,2008,LA,Coal,24100042,Conventional
30195,2008,LA,Hydroelectric Conventional,1064373,Green Energy
30196,2008,LA,Natural Gas,45344386,Conventional
30197,2008,LA,Nuclear,15370988,Green Energy
30199,2008,LA,Other Biomass,70886,Conventional
30200,2008,LA,Other Gases,1101057,Conventional
30201,2008,LA,Petroleum,2305013,Conventional
30202,2008,LA,Wood and Wood Derived Fuels,2638789,Conventional
30229,2008,MA,Coal,10628688,Conventional
30230,2008,MA,Hydroelectric Conventional,1155811,Green Energy
30231,2008,MA,Natural Gas,21514434,Conventional
30232,2008,MA,Nuclear,5868639,Green Energy
30234,2008,MA,Other Biomass,1129046,Conventional
30235,2008,MA,Petroleum,2107999,Conventional
30236,2008,MA,Pumped Storage,-798400,Green Energy
30237,2008,MA,Solar Thermal and Photovoltaic,80,Green Energy
30238,2008,MA,Wind,3672,Green Energy
30239,2008,MA,Wood and Wood Derived Fuels,122580,Conventional
30271,2008,MD,Coal,27218239,Conventional
30272,2008,MD,Hydroelectric Conventional,1974078,Green Energy
30273,2008,MD,Natural Gas,1848147,Conventional
30274,2008,MD,Nuclear,14678695,Green Energy
30276,2008,MD,Other Biomass,414781,Conventional
30277,2008,MD,Other Gases,337823,Conventional
30278,2008,MD,Petroleum,405840,Conventional
30279,2008,MD,Wood and Wood Derived Fuels,197704,Conventional
30311,2008,ME,Coal,351799,Conventional
30312,2008,ME,Hydroelectric Conventional,4457405,Green Energy
30313,2008,ME,Natural Gas,7379615,Conventional
30315,2008,ME,Other Biomass,257795,Conventional
30316,2008,ME,Petroleum,532985,Conventional
30317,2008,ME,Wind,131621,Green Energy
30318,2008,ME,Wood and Wood Derived Fuels,3668569,Conventional
30350,2008,MI,Coal,69855436,Conventional
30351,2008,MI,Hydroelectric Conventional,1364378,Green Energy
30352,2008,MI,Natural Gas,9602037,Conventional
30353,2008,MI,Nuclear,31484428,Green Energy
30355,2008,MI,Other Biomass,739537,Conventional
30356,2008,MI,Other Gases,264407,Conventional
30357,2008,MI,Petroleum,457538,Conventional
30358,2008,MI,Pumped Storage,-915502,Green Energy
30359,2008,MI,Wind,141182,Green Energy
30360,2008,MI,Wood and Wood Derived Fuels,1710423,Conventional
30406,2008,MN,Coal,31755253,Conventional
30407,2008,MN,Hydroelectric Conventional,727061,Green Energy
30408,2008,MN,Natural Gas,2865846,Conventional
30409,2008,MN,Nuclear,12996838,Green Energy
30411,2008,MN,Other Biomass,771042,Conventional
30412,2008,MN,Other Gases,26520,Conventional
30413,2008,MN,Petroleum,231617,Conventional
30414,2008,MN,Wind,4354620,Green Energy
30415,2008,MN,Wood and Wood Derived Fuels,725220,Conventional
30454,2008,MO,Coal,73531660,Conventional
30455,2008,MO,Hydroelectric Conventional,2046773,Green Energy
30456,2008,MO,Natural Gas,5196137,Conventional
30457,2008,MO,Nuclear,9378629,Green Energy
30459,2008,MO,Other Biomass,41100,Conventional
30460,2008,MO,Other Gases,2587,Conventional
30461,2008,MO,Petroleum,57421,Conventional
30462,2008,MO,Pumped Storage,545355,Green Energy
30463,2008,MO,Wind,203313,Green Energy
30464,2008,MO,Wood and Wood Derived Fuels,1613,Conventional
30492,2008,MS,Coal,16683402,Conventional
30493,2008,MS,Natural Gas,20607427,Conventional
30494,2008,MS,Nuclear,9396790,Green Energy
30496,2008,MS,Other Biomass,5051,Conventional
30497,2008,MS,Other Gases,40445,Conventional
30498,2008,MS,Petroleum,76281,Conventional
30499,2008,MS,Wood and Wood Derived Fuels,1386275,Conventional
30521,2008,MT,Coal,18331532,Conventional
30522,2008,MT,Hydroelectric Conventional,9999557,Green Energy
30523,2008,MT,Natural Gas,65659,Conventional
30525,2008,MT,Other Gases,5772,Conventional
30526,2008,MT,Petroleum,419150,Conventional
30527,2008,MT,Wind,593138,Green Energy
30528,2008,MT,Wood and Wood Derived Fuels,110958,Conventional
30550,2008,NC,Coal,75814787,Conventional
30551,2008,NC,Hydroelectric Conventional,3033642,Green Energy
30552,2008,NC,Natural Gas,4177342,Conventional
30553,2008,NC,Nuclear,39776280,Green Energy
30555,2008,NC,Other Biomass,120482,Conventional
30556,2008,NC,Other Gases,0,Conventional
30557,2008,NC,Petroleum,320221,Conventional
30558,2008,NC,Pumped Storage,-121064,Green Energy
30559,2008,NC,Solar Thermal and Photovoltaic,1801,Green Energy
30560,2008,NC,Wood and Wood Derived Fuels,1799930,Conventional
30597,2008,ND,Coal,29672230,Conventional
30598,2008,ND,Hydroelectric Conventional,1252790,Green Energy
30599,2008,ND,Natural Gas,-51,Conventional
30601,2008,ND,Other Biomass,12927,Conventional
30602,2008,ND,Other Gases,0,Conventional
30603,2008,ND,Petroleum,49092,Conventional
30604,2008,ND,Wind,1693458,Green Energy
30624,2008,NE,Coal,21479773,Conventional
30625,2008,NE,Hydroelectric Conventional,346456,Green Energy
30626,2008,NE,Natural Gas,758487,Conventional
30627,2008,NE,Nuclear,9479039,Green Energy
30628,2008,NE,Other Biomass,60929,Conventional
30629,2008,NE,Other Gases,0,Conventional
30630,2008,NE,Petroleum,34655,Conventional
30631,2008,NE,Wind,214184,Green Energy
30650,2008,NH,Coal,3450770,Conventional
30651,2008,NH,Hydroelectric Conventional,1633224,Green Energy
30652,2008,NH,Natural Gas,7073351,Conventional
30653,2008,NH,Nuclear,9350314,Green Energy
30655,2008,NH,Other Biomass,155025,Conventional
30656,2008,NH,Petroleum,136281,Conventional
30657,2008,NH,Wind,10319,Green Energy
30658,2008,NH,Wood and Wood Derived Fuels,1009640,Conventional
30682,2008,NJ,Coal,9028491,Conventional
30683,2008,NJ,Hydroelectric Conventional,25773,Green Energy
30684,2008,NJ,Natural Gas,20751755,Conventional
30685,2008,NJ,Nuclear,32194798,Green Energy
30687,2008,NJ,Other Biomass,881736,Conventional
30688,2008,NJ,Other Gases,158826,Conventional
30689,2008,NJ,Petroleum,325312,Conventional
30690,2008,NJ,Pumped Storage,-274845,Green Energy
30691,2008,NJ,Solar Thermal and Photovoltaic,2669,Green Energy
30692,2008,NJ,Wind,20885,Green Energy
30724,2008,NM,Coal,27014233,Conventional
30725,2008,NM,Hydroelectric Conventional,312288,Green Energy
30726,2008,NM,Natural Gas,7966007,Conventional
30728,2008,NM,Other Biomass,18885,Conventional
30729,2008,NM,Petroleum,52589,Conventional
30730,2008,NM,Wind,1642787,Green Energy
30750,2008,NV,Coal,7812352,Conventional
30751,2008,NV,Geothermal,1382820,Green Energy
30752,2008,NV,Hydroelectric Conventional,1750620,Green Energy
30753,2008,NV,Natural Gas,23971911,Conventional
30754,2008,NV,Other Gases,1987,Conventional
30755,2008,NV,Petroleum,14270,Conventional
30756,2008,NV,Solar Thermal and Photovoltaic,156013,Green Energy
30777,2008,NY,Coal,19154125,Conventional
30778,2008,NY,Hydroelectric Conventional,26723131,Green Energy
30779,2008,NY,Natural Gas,43856460,Conventional
30780,2008,NY,Nuclear,43209171,Green Energy
30782,2008,NY,Other Biomass,1512860,Conventional
30783,2008,NY,Petroleum,3745328,Conventional
30784,2008,NY,Pumped Storage,-672139,Green Energy
30785,2008,NY,Wind,1250700,Green Energy
30786,2008,NY,Wood and Wood Derived Fuels,555097,Conventional
30824,2008,OH,Coal,130694310,Conventional
30825,2008,OH,Hydroelectric Conventional,386435,Green Energy
30826,2008,OH,Natural Gas,2484391,Conventional
30827,2008,OH,Nuclear,17513878,Green Energy
30829,2008,OH,Other Biomass,190175,Conventional
30830,2008,OH,Other Gases,260924,Conventional
30831,2008,OH,Petroleum,1437938,Conventional
30832,2008,OH,Wind,15084,Green Energy
30833,2008,OH,Wood and Wood Derived Fuels,418117,Conventional
30861,2008,OK,Coal,36314917,Conventional
30862,2008,OK,Hydroelectric Conventional,3811273,Green Energy
30863,2008,OK,Natural Gas,33774167,Conventional
30865,2008,OK,Other Biomass,169618,Conventional
30866,2008,OK,Other Gases,10219,Conventional
30867,2008,OK,Petroleum,22536,Conventional
30868,2008,OK,Pumped Storage,-167598,Green Energy
30869,2008,OK,Wind,2358080,Green Energy
30870,2008,OK,Wood and Wood Derived Fuels,23006,Conventional
30898,2008,OR,Coal,4044319,Conventional
30899,2008,OR,Hydroelectric Conventional,33805024,Green Energy
30900,2008,OR,Natural Gas,17387162,Conventional
30902,2008,OR,Other Biomass,130747,Conventional
30903,2008,OR,Other Gases,0,Conventional
30904,2008,OR,Petroleum,14793,Conventional
30905,2008,OR,Wind,2575234,Green Energy
30906,2008,OR,Wood and Wood Derived Fuels,717117,Conventional
30934,2008,PA,Coal,117583412,Conventional
30935,2008,PA,Hydroelectric Conventional,2548858,Green Energy
30936,2008,PA,Natural Gas,18730607,Conventional
30937,2008,PA,Nuclear,78658093,Green Energy
30939,2008,PA,Other Biomass,1416201,Conventional
30940,2008,PA,Other Gases,609664,Conventional
30941,2008,PA,Petroleum,937924,Conventional
30942,2008,PA,Pumped Storage,-353762,Green Energy
30943,2008,PA,Solar Thermal and Photovoltaic,175,Green Energy
30944,2008,PA,Wind,729425,Green Energy
30945,2008,PA,Wood and Wood Derived Fuels,657976,Conventional
30985,2008,RI,Hydroelectric Conventional,4977,Green Energy
30986,2008,RI,Natural Gas,7197548,Conventional
30987,2008,RI,Other Biomass,158407,Conventional
30988,2008,RI,Petroleum,26334,Conventional
31000,2008,SC,Coal,41539695,Conventional
31001,2008,SC,Hydroelectric Conventional,1123115,Green Energy
31002,2008,SC,Natural Gas,5728988,Conventional
31003,2008,SC,Nuclear,51762950,Green Energy
31005,2008,SC,Other Biomass,119759,Conventional
31006,2008,SC,Other Gases,0,Conventional
31007,2008,SC,Petroleum,180467,Conventional
31008,2008,SC,Pumped Storage,-1266564,Green Energy
31009,2008,SC,Wood and Wood Derived Fuels,1696067,Conventional
31042,2008,SD,Coal,3660482,Conventional
31043,2008,SD,Hydroelectric Conventional,2993107,Green Energy
31044,2008,SD,Natural Gas,228569,Conventional
31046,2008,SD,Other Biomass,1665,Conventional
31047,2008,SD,Petroleum,23175,Conventional
31048,2008,SD,Wind,145136,Green Energy
31063,2008,TN,Coal,57058129,Conventional
31064,2008,TN,Hydroelectric Conventional,5646073,Green Energy
31065,2008,TN,Natural Gas,467230,Conventional
31066,2008,TN,Nuclear,27029617,Green Energy
31068,2008,TN,Other Biomass,35900,Conventional
31069,2008,TN,Other Gases,12030,Conventional
31070,2008,TN,Petroleum,215684,Conventional
31071,2008,TN,Pumped Storage,-738679,Green Energy
31072,2008,TN,Wind,50117,Green Energy
31073,2008,TN,Wood and Wood Derived Fuels,879293,Conventional
31099,2008,TX,Coal,147131841,Conventional
31100,2008,TX,Hydroelectric Conventional,1039467,Green Energy
31101,2008,TX,Natural Gas,193247078,Conventional
31102,2008,TX,Nuclear,40727370,Green Energy
31104,2008,TX,Other Biomass,438473,Conventional
31105,2008,TX,Other Gases,3400506,Conventional
31106,2008,TX,Petroleum,1033520,Conventional
31107,2008,TX,Wind,16225022,Green Energy
31108,2008,TX,Wood and Wood Derived Fuels,975599,Conventional
31215,2008,UT,Coal,38020367,Conventional
31216,2008,UT,Geothermal,254277,Green Energy
31217,2008,UT,Hydroelectric Conventional,668084,Green Energy
31218,2008,UT,Natural Gas,7366307,Conventional
31220,2008,UT,Other Biomass,23685,Conventional
31221,2008,UT,Other Gases,35788,Conventional
31222,2008,UT,Petroleum,43612,Conventional
31223,2008,UT,Wind,23900,Green Energy
31251,2008,VA,Coal,31776356,Conventional
31252,2008,VA,Hydroelectric Conventional,1010993,Green Energy
31253,2008,VA,Natural Gas,9315083,Conventional
31254,2008,VA,Nuclear,27930764,Green Energy
31256,2008,VA,Other Biomass,782172,Conventional
31257,2008,VA,Petroleum,1150360,Conventional
31258,2008,VA,Pumped Storage,-1637688,Green Energy
31259,2008,VA,Wood and Wood Derived Fuels,1916288,Conventional
31294,2008,VT,Hydroelectric Conventional,1492904,Green Energy
31295,2008,VT,Natural Gas,2655,Conventional
31296,2008,VT,Nuclear,4895053,Green Energy
31297,2008,VT,Other Biomass,0,Conventional
31298,2008,VT,Petroleum,4266,Conventional
31299,2008,VT,Wind,10235,Green Energy
31300,2008,VT,Wood and Wood Derived Fuels,415103,Conventional
31316,2008,WA,Coal,8761644,Conventional
31317,2008,WA,Hydroelectric Conventional,77636758,Green Energy
31318,2008,WA,Natural Gas,9809354,Conventional
31319,2008,WA,Nuclear,9269639,Green Energy
31321,2008,WA,Other Biomass,167881,Conventional
31322,2008,WA,Other Gases,272339,Conventional
31323,2008,WA,Petroleum,35189,Conventional
31324,2008,WA,Pumped Storage,48713,Green Energy
31325,2008,WA,Solar Thermal and Photovoltaic,0,Green Energy
31326,2008,WA,Wind,3657484,Green Energy
31327,2008,WA,Wood and Wood Derived Fuels,1113073,Conventional
31363,2008,WI,Coal,41705860,Conventional
31364,2008,WI,Hydroelectric Conventional,1616142,Green Energy
31365,2008,WI,Natural Gas,5243589,Conventional
31366,2008,WI,Nuclear,12154510,Green Energy
31368,2008,WI,Other Biomass,491754,Conventional
31369,2008,WI,Petroleum,931160,Conventional
31370,2008,WI,Wind,487141,Green Energy
31371,2008,WI,Wood and Wood Derived Fuels,775040,Conventional
31409,2008,WV,Coal,89113480,Conventional
31410,2008,WV,Hydroelectric Conventional,1248037,Green Energy
31411,2008,WV,Natural Gas,180410,Conventional
31413,2008,WV,Other Biomass,0,Conventional
31414,2008,WV,Other Gases,50251,Conventional
31415,2008,WV,Petroleum,137199,Conventional
31416,2008,WV,Wind,391910,Green Energy
31417,2008,WV,Wood and Wood Derived Fuels,-390,Conventional
31442,2008,WY,Coal,43807903,Conventional
31443,2008,WY,Hydroelectric Conventional,835275,Green Energy
31444,2008,WY,Natural Gas,494679,Conventional
31446,2008,WY,Other Gases,288645,Conventional
31447,2008,WY,Petroleum,44027,Conventional
31448,2008,WY,Wind,962542,Green Energy
31466,2009,AK,Coal,630592,Conventional
31467,2009,AK,Hydroelectric Conventional,1323744,Green Energy
31468,2009,AK,Natural Gas,3577403,Conventional
31470,2009,AK,Other Biomass,6511,Conventional
31471,2009,AK,Petroleum,1156882,Conventional
31472,2009,AK,Wind,7027,Green Energy
31491,2009,AL,Coal,55608724,Conventional
31492,2009,AL,Hydroelectric Conventional,12535373,Green Energy
31493,2009,AL,Natural Gas,31617083,Conventional
31494,2009,AL,Nuclear,39716204,Green Energy
31496,2009,AL,Other Biomass,14482,Conventional
31497,2009,AL,Other Gases,134728,Conventional
31498,2009,AL,Petroleum,219274,Conventional
31499,2009,AL,Wood and Wood Derived Fuels,3035375,Conventional
31523,2009,AR,Coal,25075250,Conventional
31524,2009,AR,Hydroelectric Conventional,4192706,Green Energy
31525,2009,AR,Natural Gas,11221413,Conventional
31526,2009,AR,Nuclear,15169966,Green Energy
31528,2009,AR,Other Biomass,57050,Conventional
31529,2009,AR,Petroleum,88470,Conventional
31530,2009,AR,Pumped Storage,100365,Green Energy
31531,2009,AR,Wood and Wood Derived Fuels,1528501,Conventional
31558,2009,AZ,Coal,39706817,Conventional
31559,2009,AZ,Hydroelectric Conventional,6427345,Green Energy
31560,2009,AZ,Natural Gas,34739170,Conventional
31561,2009,AZ,Nuclear,30661851,Green Energy
31563,2009,AZ,Other Biomass,21990,Conventional
31564,2009,AZ,Petroleum,62699,Conventional
31565,2009,AZ,Pumped Storage,169480,Green Energy
31566,2009,AZ,Solar Thermal and Photovoltaic,14145,Green Energy
31567,2009,AZ,Wind,29545,Green Energy
31568,2009,AZ,Wood and Wood Derived Fuels,136641,Conventional
31595,2009,CA,Coal,2049947,Conventional
31596,2009,CA,Geothermal,12852783,Green Energy
31597,2009,CA,Hydroelectric Conventional,27888036,Green Energy
31598,2009,CA,Natural Gas,113463455,Conventional
31599,2009,CA,Nuclear,31763804,Green Energy
31601,2009,CA,Other Biomass,2467660,Conventional
31602,2009,CA,Other Gases,1622844,Conventional
31603,2009,CA,Petroleum,1542848,Conventional
31604,2009,CA,Pumped Storage,152849,Green Energy
31605,2009,CA,Solar Thermal and Photovoltaic,647390,Green Energy
31606,2009,CA,Wind,5839813,Green Energy
31607,2009,CA,Wood and Wood Derived Fuels,3732016,Conventional
31655,2009,CO,Coal,31636023,Conventional
31656,2009,CO,Hydroelectric Conventional,1885724,Green Energy
31657,2009,CO,Natural Gas,13840025,Conventional
31659,2009,CO,Other Biomass,56164,Conventional
31660,2009,CO,Other Gases,0,Conventional
31661,2009,CO,Petroleum,13453,Conventional
31662,2009,CO,Pumped Storage,-108658,Green Energy
31663,2009,CO,Solar Thermal and Photovoltaic,25585,Green Energy
31664,2009,CO,Wind,3163836,Green Energy
31665,2009,CO,Wood and Wood Derived Fuels,388,Conventional
31696,2009,CT,Coal,2453497,Conventional
31697,2009,CT,Hydroelectric Conventional,509546,Green Energy
31698,2009,CT,Natural Gas,9809351,Conventional
31699,2009,CT,Nuclear,16657382,Green Energy
31701,2009,CT,Other Biomass,758108,Conventional
31702,2009,CT,Other Gases,0,Conventional
31703,2009,CT,Petroleum,298878,Conventional
31704,2009,CT,Pumped Storage,5385,Green Energy
31705,2009,CT,Wood and Wood Derived Fuels,622,Conventional
31733,2009,DC,Petroleum,35499,Conventional
31737,2009,DE,Coal,2848171,Conventional
31738,2009,DE,Natural Gas,1376401,Conventional
31740,2009,DE,Other Biomass,125611,Conventional
31741,2009,DE,Other Gases,227137,Conventional
31742,2009,DE,Petroleum,258366,Conventional
31763,2009,FL,Coal,54003072,Conventional
31764,2009,FL,Hydroelectric Conventional,208202,Green Energy
31765,2009,FL,Natural Gas,118322308,Conventional
31766,2009,FL,Nuclear,29117877,Green Energy
31768,2009,FL,Other Biomass,2376737,Conventional
31769,2009,FL,Other Gases,6800,Conventional
31770,2009,FL,Petroleum,9221017,Conventional
31771,2009,FL,Solar Thermal and Photovoltaic,9470,Green Energy
31772,2009,FL,Wood and Wood Derived Fuels,1954125,Conventional
31810,2009,GA,Coal,69478196,Conventional
31811,2009,GA,Hydroelectric Conventional,3259683,Green Energy
31812,2009,GA,Natural Gas,20505749,Conventional
31813,2009,GA,Nuclear,31682579,Green Energy
31815,2009,GA,Other Biomass,79600,Conventional
31816,2009,GA,Petroleum,649674,Conventional
31817,2009,GA,Pumped Storage,271988,Green Energy
31818,2009,GA,Wood and Wood Derived Fuels,2745569,Conventional
31849,2009,HI,Coal,1500166,Conventional
31850,2009,HI,Geothermal,167591,Green Energy
31851,2009,HI,Hydroelectric Conventional,112649,Green Energy
31853,2009,HI,Other Biomass,284427,Conventional
31854,2009,HI,Other Gases,22345,Conventional
31855,2009,HI,Petroleum,8289107,Conventional
31856,2009,HI,Solar Thermal and Photovoltaic,1390,Green Energy
31857,2009,HI,Wind,251427,Green Energy
31885,2009,IA,Coal,37351436,Conventional
31886,2009,IA,Hydroelectric Conventional,971165,Green Energy
31887,2009,IA,Natural Gas,1184217,Conventional
31888,2009,IA,Nuclear,4678931,Green Energy
31890,2009,IA,Other Biomass,167887,Conventional
31891,2009,IA,Petroleum,85251,Conventional
31892,2009,IA,Wind,7420520,Green Energy
31893,2009,IA,Wood and Wood Derived Fuels,194,Conventional
31921,2009,ID,Coal,82565,Conventional
31922,2009,ID,Geothermal,75950,Green Energy
31923,2009,ID,Hydroelectric Conventional,10434264,Green Energy
31924,2009,ID,Natural Gas,1643595,Conventional
31926,2009,ID,Other Biomass,0,Conventional
31927,2009,ID,Petroleum,41,Conventional
31928,2009,ID,Wind,313418,Green Energy
31929,2009,ID,Wood and Wood Derived Fuels,477948,Conventional
31950,2009,IL,Coal,89966860,Conventional
31951,2009,IL,Hydroelectric Conventional,136380,Green Energy
31952,2009,IL,Natural Gas,4494720,Conventional
31953,2009,IL,Nuclear,95473920,Green Energy
31955,2009,IL,Other Biomass,709743,Conventional
31956,2009,IL,Other Gases,88374,Conventional
31957,2009,IL,Petroleum,112531,Conventional
31958,2009,IL,Solar Thermal and Photovoltaic,16,Green Energy
31959,2009,IL,Wind,2819532,Green Energy
31960,2009,IL,Wood and Wood Derived Fuels,461,Conventional
31995,2009,IN,Coal,108311698,Conventional
31996,2009,IN,Hydroelectric Conventional,503470,Green Energy
31997,2009,IN,Natural Gas,3829658,Conventional
31999,2009,IN,Other Biomass,302644,Conventional
32000,2009,IN,Other Gases,1820065,Conventional
32001,2009,IN,Petroleum,156757,Conventional
32002,2009,IN,Wind,1403192,Green Energy
32032,2009,KS,Coal,32243043,Conventional
32033,2009,KS,Hydroelectric Conventional,12798,Green Energy
32034,2009,KS,Natural Gas,2668891,Conventional
32035,2009,KS,Nuclear,8768548,Green Energy
32036,2009,KS,Other Biomass,0,Conventional
32037,2009,KS,Petroleum,120761,Conventional
32038,2009,KS,Wind,2863267,Green Energy
32055,2009,KY,Coal,84037596,Conventional
32056,2009,KY,Hydroelectric Conventional,3317641,Green Energy
32057,2009,KY,Natural Gas,878430,Conventional
32059,2009,KY,Other Biomass,100874,Conventional
32060,2009,KY,Other Gases,4314,Conventional
32061,2009,KY,Petroleum,2016282,Conventional
32062,2009,KY,Wood and Wood Derived Fuels,262660,Conventional
32079,2009,LA,Coal,23067136,Conventional
32080,2009,LA,Hydroelectric Conventional,1236351,Green Energy
32081,2009,LA,Natural Gas,44003264,Conventional
32082,2009,LA,Nuclear,16782077,Green Energy
32084,2009,LA,Other Biomass,67186,Conventional
32085,2009,LA,Other Gases,1226994,Conventional
32086,2009,LA,Petroleum,1857709,Conventional
32087,2009,LA,Wood and Wood Derived Fuels,2296773,Conventional
32114,2009,MA,Coal,9028110,Conventional
32115,2009,MA,Hydroelectric Conventional,1201076,Green Energy
32116,2009,MA,Natural Gas,20987836,Conventional
32117,2009,MA,Nuclear,5396021,Green Energy
32119,2009,MA,Other Biomass,1107875,Conventional
32120,2009,MA,Petroleum,897078,Conventional
32121,2009,MA,Pumped Storage,-533636,Green Energy
32122,2009,MA,Solar Thermal and Photovoltaic,43,Green Energy
32123,2009,MA,Wind,5956,Green Energy
32124,2009,MA,Wood and Wood Derived Fuels,115384,Conventional
32158,2009,MD,Coal,24162345,Conventional
32159,2009,MD,Hydroelectric Conventional,1888769,Green Energy
32160,2009,MD,Natural Gas,1767845,Conventional
32161,2009,MD,Nuclear,14550119,Green Energy
32163,2009,MD,Other Biomass,375722,Conventional
32164,2009,MD,Other Gases,269182,Conventional
32165,2009,MD,Petroleum,329900,Conventional
32166,2009,MD,Wood and Wood Derived Fuels,175057,Conventional
32198,2009,ME,Coal,72146,Conventional
32199,2009,ME,Hydroelectric Conventional,4211679,Green Energy
32200,2009,ME,Natural Gas,7355394,Conventional
32202,2009,ME,Other Biomass,272871,Conventional
32203,2009,ME,Petroleum,433433,Conventional
32204,2009,ME,Wind,298623,Green Energy
32205,2009,ME,Wood and Wood Derived Fuels,3366750,Conventional
32237,2009,MI,Coal,66847683,Conventional
32238,2009,MI,Hydroelectric Conventional,1371926,Green Energy
32239,2009,MI,Natural Gas,8419551,Conventional
32240,2009,MI,Nuclear,21851009,Green Energy
32242,2009,MI,Other Biomass,834012,Conventional
32243,2009,MI,Other Gases,202510,Conventional
32244,2009,MI,Petroleum,399249,Conventional
32245,2009,MI,Pumped Storage,-856864,Green Energy
32246,2009,MI,Wind,300172,Green Energy
32247,2009,MI,Wood and Wood Derived Fuels,1489001,Conventional
32293,2009,MN,Coal,29327226,Conventional
32294,2009,MN,Hydroelectric Conventional,809088,Green Energy
32295,2009,MN,Natural Gas,2846483,Conventional
32296,2009,MN,Nuclear,12393425,Green Energy
32298,2009,MN,Other Biomass,887304,Conventional
32299,2009,MN,Other Gases,24112,Conventional
32300,2009,MN,Petroleum,65259,Conventional
32301,2009,MN,Wind,5053022,Green Energy
32302,2009,MN,Wood and Wood Derived Fuels,796331,Conventional
32342,2009,MO,Coal,71611240,Conventional
32343,2009,MO,Hydroelectric Conventional,1816693,Green Energy
32344,2009,MO,Natural Gas,3416231,Conventional
32345,2009,MO,Nuclear,10247116,Green Energy
32347,2009,MO,Other Biomass,73338,Conventional
32348,2009,MO,Other Gases,6532,Conventional
32349,2009,MO,Petroleum,87519,Conventional
32350,2009,MO,Pumped Storage,566713,Green Energy
32351,2009,MO,Wind,499377,Green Energy
32352,2009,MO,Wood and Wood Derived Fuels,2090,Conventional
32381,2009,MS,Coal,12957662,Conventional
32382,2009,MS,Natural Gas,23267299,Conventional
32383,2009,MS,Nuclear,10998515,Green Energy
32385,2009,MS,Other Biomass,6960,Conventional
32386,2009,MS,Other Gases,24735,Conventional
32387,2009,MS,Petroleum,16601,Conventional
32388,2009,MS,Wood and Wood Derived Fuels,1417319,Conventional
32409,2009,MT,Coal,15611279,Conventional
32410,2009,MT,Hydroelectric Conventional,9505940,Green Energy
32411,2009,MT,Natural Gas,77762,Conventional
32413,2009,MT,Other Gases,1447,Conventional
32414,2009,MT,Petroleum,490433,Conventional
32415,2009,MT,Wind,820924,Green Energy
32416,2009,MT,Wood and Wood Derived Fuels,94642,Conventional
32439,2009,NC,Coal,65082782,Conventional
32440,2009,NC,Hydroelectric Conventional,5171257,Green Energy
32441,2009,NC,Natural Gas,4851885,Conventional
